Apt,Fan,Light,Ac,Fridge,Month,month,fan,light,ac,consumption,monthly consumption,clusterno,,,,,
30,6,8,2,1,Dec,31,1085,2077,124,5208,2979.1,2,,,,,
31,6,9,1,1,Jan,31,1085,2077,124,5208,2690.8,1,,,,,
31,6,9,1,1,Feb,28,980,1876,112,4704,2430.4,1,,,,,
31,6,9,1,1,Mar,31,1085,2077,124,5208,2690.8,1,,,,,
31,6,9,1,1,Apr,30,3540,2010,1140,5040,7431,1,,,,,
31,6,9,1,1,May,31,3658,2077,1178,5208,7678.7,1,,,,,
31,6,9,1,1,June,30,3540,2010,1140,5040,7431,1,,,,,
31,6,9,1,1,July,31,3658,2077,1178,5208,7678.7,1,,,,,
31,6,9,1,1,Aug,31,3658,2077,1178,5208,7678.7,1,,,,,
31,6,9,1,1,Sept,30,3540,2010,1140,5040,7431,1,,,,,
31,6,9,1,1,Oct,31,3658,2077,1178,5208,7678.7,1,,,,,
31,6,9,1,1,Nov,30,1050,2010,120,5040,2604,1,,,,,
31,6,9,1,1,Dec,31,1085,2077,124,5208,2690.8,1,,,,,
32,6,10,1,1,Jan,31,1085,2077,124,5208,2898.5,1,,,,,
32,6,10,1,1,Feb,28,980,1876,112,4704,2618,1,,,,,
32,6,10,1,1,Mar,31,1085,2077,124,5208,2898.5,1,,,,,
32,6,10,1,1,Apr,30,3540,2010,1140,5040,7632,1,,,,,
32,6,10,1,1,May,31,3658,2077,1178,5208,7886.4,1,,,,,
32,6,10,1,1,June,30,3540,2010,1140,5040,7632,1,,,,,
32,6,10,1,1,July,31,3658,2077,1178,5208,7886.4,1,,,,,
32,6,10,1,1,Aug,31,3658,2077,1178,5208,7886.4,1,,,,,
32,6,10,1,1,Sept,30,3540,2010,1140,5040,7632,1,,,,,
32,6,10,1,1,Oct,31,3658,2077,1178,5208,7886.4,1,,,,,
32,6,10,1,1,Nov,30,1050,2010,120,5040,2805,1,,,,,
32,6,10,1,1,Dec,31,1085,2077,124,5208,2898.5,1,,,,,
33,6,8,1,1,Jan,31,1085,2077,124,5208,2483.1,1,,,,,
33,6,8,1,1,Feb,28,980,1876,112,4704,2242.8,1,,,,,
33,6,8,1,1,Mar,31,1085,2077,124,5208,2483.1,1,,,,,
33,6,8,1,1,Apr,30,3540,2010,1140,5040,7230,1,,,,,
33,6,8,1,1,May,31,3658,2077,1178,5208,7471,1,,,,,
33,6,8,1,1,June,30,3540,2010,1140,5040,7230,1,,,,,
33,6,8,1,1,July,31,3658,2077,1178,5208,7471,1,,,,,
33,6,8,1,1,Aug,31,3658,2077,1178,5208,7471,1,,,,,
33,6,8,1,1,Sept,30,3540,2010,1140,5040,7230,1,,,,,
33,6,8,1,1,Oct,31,3658,2077,1178,5208,7471,1,,,,,
33,6,8,1,1,Nov,30,1050,2010,120,5040,2403,1,,,,,
33,6,8,1,1,Dec,31,1085,2077,124,5208,2483.1,1,,,,,
34,5,12,2,1,Jan,31,1085,2077,124,5208,3755.65,2,,,,,
34,5,12,2,1,Feb,28,980,1876,112,4704,3392.2,2,,,,,
34,5,12,2,1,Mar,31,1085,2077,124,5208,3755.65,2,,,,,
34,5,12,2,1,Apr,30,3540,2010,1140,5040,12417,2,,,,,
34,5,12,2,1,May,31,3658,2077,1178,5208,12830.9,2,,,,,
34,5,12,2,1,June,30,3540,2010,1140,5040,12417,2,,,,,
34,5,12,2,1,July,31,3658,2077,1178,5208,12830.9,2,,,,,
34,5,12,2,1,Aug,31,3658,2077,1178,5208,12830.9,2,,,,,
34,5,12,2,1,Sept,30,3540,2010,1140,5040,12417,2,,,,,
34,5,12,2,1,Oct,31,3658,2077,1178,5208,12830.9,2,,,,,
34,5,12,2,1,Nov,30,1050,2010,120,5040,3634.5,2,,,,,
34,5,12,2,1,Dec,31,1085,2077,124,5208,3755.65,2,,,,,
35,5,9,2,1,Jan,31,1085,2077,124,5208,3132.55,2,,,,,
35,5,9,2,1,Feb,28,980,1876,112,4704,2829.4,2,,,,,
35,5,9,2,1,Mar,31,1085,2077,124,5208,3132.55,2,,,,,
35,5,9,2,1,Apr,30,3540,2010,1140,5040,11814,2,,,,,
35,5,9,2,1,May,31,3658,2077,1178,5208,12207.8,2,,,,,
35,5,9,2,1,June,30,3540,2010,1140,5040,11814,2,,,,,
35,5,9,2,1,July,31,3658,2077,1178,5208,12207.8,2,,,,,
35,5,9,2,1,Aug,31,3658,2077,1178,5208,12207.8,2,,,,,
35,5,9,2,1,Sept,30,3540,2010,1140,5040,11814,2,,,,,
35,5,9,2,1,Oct,31,3658,2077,1178,5208,12207.8,2,,,,,
35,5,9,2,1,Nov,30,1050,2010,120,5040,3031.5,2,,,,,
35,5,9,2,1,Dec,31,1085,2077,124,5208,3132.55,2,,,,,
36,5,10,2,1,Jan,31,1085,2077,124,5208,3340.25,2,,,,,
36,5,10,2,1,Feb,28,980,1876,112,4704,3017,2,,,,,
36,5,10,2,1,Mar,31,1085,2077,124,5208,3340.25,2,,,,,
36,5,10,2,1,Apr,30,3540,2010,1140,5040,12015,2,,,,,
36,5,10,2,1,May,31,3658,2077,1178,5208,12415.5,2,,,,,
36,5,10,2,1,June,30,3540,2010,1140,5040,12015,2,,,,,
36,5,10,2,1,July,31,3658,2077,1178,5208,12415.5,2,,,,,
36,5,10,2,1,Aug,31,3658,2077,1178,5208,12415.5,2,,,,,
36,5,10,2,1,Sept,30,3540,2010,1140,5040,12015,2,,,,,
36,5,10,2,1,Oct,31,3658,2077,1178,5208,12415.5,2,,,,,
36,5,10,2,1,Nov,30,1050,2010,120,5040,3232.5,2,,,,,
36,5,10,2,1,Dec,31,1085,2077,124,5208,3340.25,2,,,,,
37,5,8,2,1,Jan,31,1085,2077,124,5208,2924.85,2,,,,,
37,5,8,2,1,Feb,28,980,1876,112,4704,2641.8,2,,,,,
37,5,8,2,1,Mar,31,1085,2077,124,5208,2924.85,2,,,,,
37,5,8,2,1,Apr,30,3540,2010,1140,5040,11613,2,,,,,
37,5,8,2,1,May,31,3658,2077,1178,5208,12000.1,2,,,,,
37,5,8,2,1,June,30,3540,2010,1140,5040,11613,2,,,,,
37,5,8,2,1,July,31,3658,2077,1178,5208,12000.1,2,,,,,
37,5,8,2,1,Aug,31,3658,2077,1178,5208,12000.1,2,,,,,
37,5,8,2,1,Sept,30,3540,2010,1140,5040,11613,2,,,,,
37,5,8,2,1,Oct,31,3658,2077,1178,5208,12000.1,2,,,,,
37,5,8,2,1,Nov,30,1050,2010,120,5040,2830.5,2,,,,,
37,5,8,2,1,Dec,31,1085,2077,124,5208,2924.85,2,,,,,
38,5,9,1,1,Jan,31,1085,2077,124,5208,2636.55,1,,,,,
38,5,9,1,1,Feb,28,980,1876,112,4704,2381.4,1,,,,,
38,5,9,1,1,Mar,31,1085,2077,124,5208,2636.55,1,,,,,
38,5,9,1,1,Apr,30,3540,2010,1140,5040,7254,1,,,,,
38,5,9,1,1,May,31,3658,2077,1178,5208,7495.8,1,,,,,
38,5,9,1,1,June,30,3540,2010,1140,5040,7254,1,,,,,
38,5,9,1,1,July,31,3658,2077,1178,5208,7495.8,1,,,,,
38,5,9,1,1,Aug,31,3658,2077,1178,5208,7495.8,1,,,,,
38,5,9,1,1,Sept,30,3540,2010,1140,5040,7254,1,,,,,
38,5,9,1,1,Oct,31,3658,2077,1178,5208,7495.8,1,,,,,
38,5,9,1,1,Nov,30,1050,2010,120,5040,2551.5,1,,,,,
38,5,9,1,1,Dec,31,1085,2077,124,5208,2636.55,1,,,,,
39,5,10,1,1,Jan,31,1085,2077,124,5208,2844.25,1,,,,,
39,5,10,1,1,Feb,28,980,1876,112,4704,2569,1,,,,,
39,5,10,1,1,Mar,31,1085,2077,124,5208,2844.25,1,,,,,
39,5,10,1,1,Apr,30,3540,2010,1140,5040,7455,1,,,,,
39,5,10,1,1,May,31,3658,2077,1178,5208,7703.5,1,,,,,
39,5,10,1,1,June,30,3540,2010,1140,5040,7455,1,,,,,
39,5,10,1,1,July,31,3658,2077,1178,5208,7703.5,1,,,,,
39,5,10,1,1,Aug,31,3658,2077,1178,5208,7703.5,1,,,,,
39,5,10,1,1,Sept,30,3540,2010,1140,5040,7455,1,,,,,
39,5,10,1,1,Oct,31,3658,2077,1178,5208,7703.5,1,,,,,
39,5,10,1,1,Nov,30,1050,2010,120,5040,2752.5,1,,,,,
39,5,10,1,1,Dec,31,1085,2077,124,5208,2844.25,1,,,,,
40,5,8,1,1,Jan,31,1085,2077,124,5208,2428.85,1,,,,,
40,5,8,1,1,Feb,28,980,1876,112,4704,2193.8,1,,,,,
40,5,8,1,1,Mar,31,1085,2077,124,5208,2428.85,1,,,,,
40,5,8,1,1,Apr,30,3540,2010,1140,5040,7053,1,,,,,
40,5,8,1,1,May,31,3658,2077,1178,5208,7288.1,1,,,,,
40,5,8,1,1,June,30,3540,2010,1140,5040,7053,1,,,,,
40,5,8,1,1,July,31,3658,2077,1178,5208,7288.1,1,,,,,
40,5,8,1,1,Aug,31,3658,2077,1178,5208,7288.1,1,,,,,
40,5,8,1,1,Sept,30,3540,2010,1140,5040,7053,1,,,,,
40,5,8,1,1,Oct,31,3658,2077,1178,5208,7288.1,1,,,,,
40,5,8,1,1,Nov,30,1050,2010,120,5040,2350.5,1,,,,,
40,5,8,1,1,Dec,31,1085,2077,124,5208,2428.85,1,,,,,
41,5,9,1,1,Jan,31,1085,2077,124,5208,2636.55,1,,,,,
41,5,9,1,1,Feb,28,980,1876,112,4704,2381.4,1,,,,,
41,5,9,1,1,Mar,31,1085,2077,124,5208,2636.55,1,,,,,
41,5,9,1,1,Apr,30,3540,2010,1140,5040,7254,1,,,,,
41,5,9,1,1,May,31,3658,2077,1178,5208,7495.8,1,,,,,
41,5,9,1,1,June,30,3540,2010,1140,5040,7254,1,,,,,
41,5,9,1,1,July,31,3658,2077,1178,5208,7495.8,1,,,,,
41,5,9,1,1,Aug,31,3658,2077,1178,5208,7495.8,1,,,,,
41,5,9,1,1,Sept,30,3540,2010,1140,5040,7254,1,,,,,
41,5,9,1,1,Oct,31,3658,2077,1178,5208,7495.8,1,,,,,
41,5,9,1,1,Nov,30,1050,2010,120,5040,2551.5,1,,,,,
41,5,9,1,1,Dec,31,1085,2077,124,5208,2636.55,1,,,,,
42,6,9,1,1,Jan,31,1085,2077,124,5208,2690.8,1,,,,,
42,6,9,1,1,Feb,28,980,1876,112,4704,2430.4,1,,,,,
42,6,9,1,1,Mar,31,1085,2077,124,5208,2690.8,1,,,,,
42,6,9,1,1,Apr,30,3540,2010,1140,5040,7431,1,,,,,
42,6,9,1,1,May,31,3658,2077,1178,5208,7678.7,1,,,,,
42,6,9,1,1,June,30,3540,2010,1140,5040,7431,1,,,,,
42,6,9,1,1,July,31,3658,2077,1178,5208,7678.7,1,,,,,
42,6,9,1,1,Aug,31,3658,2077,1178,5208,7678.7,1,,,,,
42,6,9,1,1,Sept,30,3540,2010,1140,5040,7431,1,,,,,
42,6,9,1,1,Oct,31,3658,2077,1178,5208,7678.7,1,,,,,
42,6,9,1,1,Nov,30,1050,2010,120,5040,2604,1,,,,,
42,6,9,1,1,Dec,31,1085,2077,124,5208,2690.8,1,,,,,
43,5,8,1,1,Jan,31,1085,2077,124,5208,2428.85,1,,,,,
43,5,8,1,1,Feb,28,980,1876,112,4704,2193.8,1,,,,,
43,5,8,1,1,Mar,31,1085,2077,124,5208,2428.85,1,,,,,
43,5,8,1,1,Apr,30,3540,2010,1140,5040,7053,1,,,,,
43,5,8,1,1,May,31,3658,2077,1178,5208,7288.1,1,,,,,
43,5,8,1,1,June,30,3540,2010,1140,5040,7053,1,,,,,
43,5,8,1,1,July,31,3658,2077,1178,5208,7288.1,1,,,,,
43,5,8,1,1,Aug,31,3658,2077,1178,5208,7288.1,1,,,,,
43,5,8,1,1,Sept,30,3540,2010,1140,5040,7053,1,,,,,
43,5,8,1,1,Oct,31,3658,2077,1178,5208,7288.1,1,,,,,
43,5,8,1,1,Nov,30,1050,2010,120,5040,2350.5,1,,,,,
43,5,8,1,1,Dec,31,1085,2077,124,5208,2428.85,1,,,,,
44,7,10,1,1,Jan,31,1085,2077,124,5208,2952.75,1,,,,,
44,7,10,1,1,Feb,28,980,1876,112,4704,2667,1,,,,,
44,7,10,1,1,Mar,31,1085,2077,124,5208,2952.75,1,,,,,
44,7,10,1,1,Apr,30,3540,2010,1140,5040,7809,1,,,,,
44,7,10,1,1,May,31,3658,2077,1178,5208,8069.3,1,,,,,
44,7,10,1,1,June,30,3540,2010,1140,5040,7809,1,,,,,
44,7,10,1,1,July,31,3658,2077,1178,5208,8069.3,1,,,,,
44,7,10,1,1,Aug,31,3658,2077,1178,5208,8069.3,1,,,,,
44,7,10,1,1,Sept,30,3540,2010,1140,5040,7809,1,,,,,
44,7,10,1,1,Oct,31,3658,2077,1178,5208,8069.3,1,,,,,
44,7,10,1,1,Nov,30,1050,2010,120,5040,2857.5,1,,,,,
44,7,10,1,1,Dec,31,1085,2077,124,5208,2952.75,1,,,,,
45,7,11,1,1,Jan,31,1085,2077,124,5208,3160.45,1,,,,,
45,7,11,1,1,Feb,28,980,1876,112,4704,2854.6,1,,,,,
45,7,11,1,1,Mar,31,1085,2077,124,5208,3160.45,1,,,,,
45,7,11,1,1,Apr,30,3540,2010,1140,5040,8010,1,,,,,
45,7,11,1,1,May,31,3658,2077,1178,5208,8277,1,,,,,
45,7,11,1,1,June,30,3540,2010,1140,5040,8010,1,,,,,
45,7,11,1,1,July,31,3658,2077,1178,5208,8277,1,,,,,
45,7,11,1,1,Aug,31,3658,2077,1178,5208,8277,1,,,,,
45,7,11,1,1,Sept,30,3540,2010,1140,5040,8010,1,,,,,
45,7,11,1,1,Oct,31,3658,2077,1178,5208,8277,1,,,,,
45,7,11,1,1,Nov,30,1050,2010,120,5040,3058.5,1,,,,,
45,7,11,1,1,Dec,31,1085,2077,124,5208,3160.45,1,,,,,
46,7,9,1,1,Jan,31,1085,2077,124,5208,2745.05,1,,,,,
46,7,9,1,1,Feb,28,980,1876,112,4704,2479.4,1,,,,,
46,7,9,1,1,Mar,31,1085,2077,124,5208,2745.05,1,,,,,
46,7,9,1,1,Apr,30,3540,2010,1140,5040,7608,1,,,,,
46,7,9,1,1,May,31,3658,2077,1178,5208,7861.6,1,,,,,
46,7,9,1,1,June,30,3540,2010,1140,5040,7608,1,,,,,
46,7,9,1,1,July,31,3658,2077,1178,5208,7861.6,1,,,,,
46,7,9,1,1,Aug,31,3658,2077,1178,5208,7861.6,1,,,,,
46,7,9,1,1,Sept,30,3540,2010,1140,5040,7608,1,,,,,
46,7,9,1,1,Oct,31,3658,2077,1178,5208,7861.6,1,,,,,
46,7,9,1,1,Nov,30,1050,2010,120,5040,2656.5,1,,,,,
46,7,9,1,1,Dec,31,1085,2077,124,5208,2745.05,1,,,,,
47,7,10,2,1,Jan,31,1085,2077,124,5208,3448.75,2,,,,,
47,7,10,2,1,Feb,28,980,1876,112,4704,3115,2,,,,,
47,7,10,2,1,Mar,31,1085,2077,124,5208,3448.75,2,,,,,
47,7,10,2,1,Apr,30,3540,2010,1140,5040,12369,2,,,,,
47,7,10,2,1,May,31,3658,2077,1178,5208,12781.3,2,,,,,
47,7,10,2,1,June,30,3540,2010,1140,5040,12369,2,,,,,
47,7,10,2,1,July,31,3658,2077,1178,5208,12781.3,2,,,,,
47,7,10,2,1,Aug,31,3658,2077,1178,5208,12781.3,2,,,,,
47,7,10,2,1,Sept,30,3540,2010,1140,5040,12369,2,,,,,
47,7,10,2,1,Oct,31,3658,2077,1178,5208,12781.3,2,,,,,
47,7,10,2,1,Nov,30,1050,2010,120,5040,3337.5,2,,,,,
47,7,10,2,1,Dec,31,1085,2077,124,5208,3448.75,2,,,,,
48,7,11,2,1,Jan,31,1085,2077,124,5208,3656.45,2,,,,,
48,7,11,2,1,Feb,28,980,1876,112,4704,3302.6,2,,,,,
48,7,11,2,1,Mar,31,1085,2077,124,5208,3656.45,2,,,,,
48,7,11,2,1,Apr,30,3540,2010,1140,5040,12570,2,,,,,
48,7,11,2,1,May,31,3658,2077,1178,5208,12989,2,,,,,
48,7,11,2,1,June,30,3540,2010,1140,5040,12570,2,,,,,
48,7,11,2,1,July,31,3658,2077,1178,5208,12989,2,,,,,
48,7,11,2,1,Aug,31,3658,2077,1178,5208,12989,2,,,,,
48,7,11,2,1,Sept,30,3540,2010,1140,5040,12570,2,,,,,
48,7,11,2,1,Oct,31,3658,2077,1178,5208,12989,2,,,,,
48,7,11,2,1,Nov,30,1050,2010,120,5040,3538.5,2,,,,,
48,7,11,2,1,Dec,31,1085,2077,124,5208,3656.45,2,,,,,
49,7,9,2,1,Jan,31,1085,2077,124,5208,3241.05,2,,,,,
49,7,9,2,1,Feb,28,980,1876,112,4704,2927.4,2,,,,,
49,7,9,2,1,Mar,31,1085,2077,124,5208,3241.05,2,,,,,
49,7,9,2,1,Apr,30,3540,2010,1140,5040,12168,2,,,,,
49,7,9,2,1,May,31,3658,2077,1178,5208,12573.6,2,,,,,
49,7,9,2,1,June,30,3540,2010,1140,5040,12168,2,,,,,
49,7,9,2,1,July,31,3658,2077,1178,5208,12573.6,2,,,,,
49,7,9,2,1,Aug,31,3658,2077,1178,5208,12573.6,2,,,,,
49,7,9,2,1,Sept,30,3540,2010,1140,5040,12168,2,,,,,
49,7,9,2,1,Oct,31,3658,2077,1178,5208,12573.6,2,,,,,
49,7,9,2,1,Nov,30,1050,2010,120,5040,3136.5,2,,,,,
49,7,9,2,1,Dec,31,1085,2077,124,5208,3241.05,2,,,,,
50,6,10,1,1,Jan,31,1085,2077,124,5208,2898.5,1,,,,,
50,6,10,1,1,Feb,28,980,1876,112,4704,2618,1,,,,,
50,6,10,1,1,Mar,31,1085,2077,124,5208,2898.5,1,,,,,
50,6,10,1,1,Apr,30,3540,2010,1140,5040,7632,1,,,,,
50,6,10,1,1,May,31,3658,2077,1178,5208,7886.4,1,,,,,
50,6,10,1,1,June,30,3540,2010,1140,5040,7632,1,,,,,
50,6,10,1,1,July,31,3658,2077,1178,5208,7886.4,1,,,,,
50,6,10,1,1,Aug,31,3658,2077,1178,5208,7886.4,1,,,,,
50,6,10,1,1,Sept,30,3540,2010,1140,5040,7632,1,,,,,
50,6,10,1,1,Oct,31,3658,2077,1178,5208,7886.4,1,,,,,
50,6,10,1,1,Nov,30,1050,2010,120,5040,2805,1,,,,,
50,6,10,1,1,Dec,31,1085,2077,124,5208,2898.5,1,,,,,
51,6,11,1,1,Jan,31,1085,2077,124,5208,3106.2,1,,,,,
51,6,11,1,1,Feb,28,980,1876,112,4704,2805.6,1,,,,,
51,6,11,1,1,Mar,31,1085,2077,124,5208,3106.2,1,,,,,
51,6,11,1,1,Apr,30,3540,2010,1140,5040,7833,1,,,,,
51,6,11,1,1,May,31,3658,2077,1178,5208,8094.1,1,,,,,
51,6,11,1,1,June,30,3540,2010,1140,5040,7833,1,,,,,
51,6,11,1,1,July,31,3658,2077,1178,5208,8094.1,1,,,,,
51,6,11,1,1,Aug,31,3658,2077,1178,5208,8094.1,1,,,,,
51,6,11,1,1,Sept,30,3540,2010,1140,5040,7833,1,,,,,
51,6,11,1,1,Oct,31,3658,2077,1178,5208,8094.1,1,,,,,
51,6,11,1,1,Nov,30,1050,2010,120,5040,3006,1,,,,,
51,6,11,1,1,Dec,31,1085,2077,124,5208,3106.2,1,,,,,
52,6,9,1,1,Jan,31,1085,2077,124,5208,2690.8,1,,,,,
52,6,9,1,1,Feb,28,980,1876,112,4704,2430.4,1,,,,,
52,6,9,1,1,Mar,31,1085,2077,124,5208,2690.8,1,,,,,
52,6,9,1,1,Apr,30,3540,2010,1140,5040,7431,1,,,,,
52,6,9,1,1,May,31,3658,2077,1178,5208,7678.7,1,,,,,
52,6,9,1,1,June,30,3540,2010,1140,5040,7431,1,,,,,
52,6,9,1,1,July,31,3658,2077,1178,5208,7678.7,1,,,,,
52,6,9,1,1,Aug,31,3658,2077,1178,5208,7678.7,1,,,,,
52,6,9,1,1,Sept,30,3540,2010,1140,5040,7431,1,,,,,
52,6,9,1,1,Oct,31,3658,2077,1178,5208,7678.7,1,,,,,
52,6,9,1,1,Nov,30,1050,2010,120,5040,2604,1,,,,,
52,6,9,1,1,Dec,31,1085,2077,124,5208,2690.8,1,,,,,
53,6,10,2,1,Jan,31,1085,2077,124,5208,3394.5,2,,,,,
53,6,10,2,1,Feb,28,980,1876,112,4704,3066,2,,,,,
53,6,10,2,1,Mar,31,1085,2077,124,5208,3394.5,2,,,,,
53,6,10,2,1,Apr,30,3540,2010,1140,5040,12192,2,,,,,
53,6,10,2,1,May,31,3658,2077,1178,5208,12598.4,2,,,,,
53,6,10,2,1,June,30,3540,2010,1140,5040,12192,2,,,,,
53,6,10,2,1,July,31,3658,2077,1178,5208,12598.4,2,,,,,
53,6,10,2,1,Aug,31,3658,2077,1178,5208,12598.4,2,,,,,
53,6,10,2,1,Sept,30,3540,2010,1140,5040,12192,2,,,,,
53,6,10,2,1,Oct,31,3658,2077,1178,5208,12598.4,2,,,,,
53,6,10,2,1,Nov,30,1050,2010,120,5040,3285,2,,,,,
53,6,10,2,1,Dec,31,1085,2077,124,5208,3394.5,2,,,,,
54,6,11,2,1,Jan,31,1085,2077,124,5208,3602.2,2,,,,,
54,6,11,2,1,Feb,28,980,1876,112,4704,3253.6,2,,,,,
54,6,11,2,1,Mar,31,1085,2077,124,5208,3602.2,2,,,,,
54,6,11,2,1,Apr,30,3540,2010,1140,5040,12393,2,,,,,
54,6,11,2,1,May,31,3658,2077,1178,5208,12806.1,2,,,,,
54,6,11,2,1,June,30,3540,2010,1140,5040,12393,2,,,,,
54,6,11,2,1,July,31,3658,2077,1178,5208,12806.1,2,,,,,
54,6,11,2,1,Aug,31,3658,2077,1178,5208,12806.1,2,,,,,
54,6,11,2,1,Sept,30,3540,2010,1140,5040,12393,2,,,,,
54,6,11,2,1,Oct,31,3658,2077,1178,5208,12806.1,2,,,,,
54,6,11,2,1,Nov,30,1050,2010,120,5040,3486,2,,,,,
54,6,11,2,1,Dec,31,1085,2077,124,5208,3602.2,2,,,,,
55,6,9,2,1,Jan,31,1085,2077,124,5208,3186.8,2,,,,,
55,6,9,2,1,Feb,28,980,1876,112,4704,2878.4,2,,,,,
55,6,9,2,1,Mar,31,1085,2077,124,5208,3186.8,2,,,,,
55,6,9,2,1,Apr,30,3540,2010,1140,5040,11991,2,,,,,
55,6,9,2,1,May,31,3658,2077,1178,5208,12390.7,2,,,,,
55,6,9,2,1,June,30,3540,2010,1140,5040,11991,2,,,,,
55,6,9,2,1,July,31,3658,2077,1178,5208,12390.7,2,,,,,
55,6,9,2,1,Aug,31,3658,2077,1178,5208,12390.7,2,,,,,
55,6,9,2,1,Sept,30,3540,2010,1140,5040,11991,2,,,,,
55,6,9,2,1,Oct,31,3658,2077,1178,5208,12390.7,2,,,,,
55,6,9,2,1,Nov,30,1050,2010,120,5040,3084,2,,,,,
55,6,9,2,1,Dec,31,1085,2077,124,5208,3186.8,2,,,,,
56,7,10,3,1,Jan,31,1085,2077,124,5208,3944.75,2,,,,,
56,7,10,3,1,Feb,28,980,1876,112,4704,3563,2,,,,,
56,7,10,3,1,Mar,31,1085,2077,124,5208,3944.75,2,,,,,
56,7,10,3,1,Apr,30,3540,2010,1140,5040,16929,2,,,,,
56,7,10,3,1,May,31,3658,2077,1178,5208,17493.3,2,,,,,
56,7,10,3,1,June,30,3540,2010,1140,5040,16929,2,,,,,
56,7,10,3,1,July,31,3658,2077,1178,5208,17493.3,2,,,,,
56,7,10,3,1,Aug,31,3658,2077,1178,5208,17493.3,2,,,,,
56,7,10,3,1,Sept,30,3540,2010,1140,5040,16929,2,,,,,
56,7,10,3,1,Oct,31,3658,2077,1178,5208,17493.3,2,,,,,
56,7,10,3,1,Nov,30,1050,2010,120,5040,3817.5,2,,,,,
56,7,10,3,1,Dec,31,1085,2077,124,5208,3944.75,2,,,,,
57,7,11,3,1,Jan,31,1085,2077,124,5208,4152.45,2,,,,,
57,7,11,3,1,Feb,28,980,1876,112,4704,3750.6,2,,,,,
57,7,11,3,1,Mar,31,1085,2077,124,5208,4152.45,2,,,,,
57,7,11,3,1,Apr,30,3540,2010,1140,5040,17130,2,,,,,
57,7,11,3,1,May,31,3658,2077,1178,5208,17701,2,,,,,
57,7,11,3,1,June,30,3540,2010,1140,5040,17130,2,,,,,
57,7,11,3,1,July,31,3658,2077,1178,5208,17701,2,,,,,
57,7,11,3,1,Aug,31,3658,2077,1178,5208,17701,2,,,,,
57,7,11,3,1,Sept,30,3540,2010,1140,5040,17130,2,,,,,
57,7,11,3,1,Oct,31,3658,2077,1178,5208,17701,2,,,,,
57,7,11,3,1,Nov,30,1050,2010,120,5040,4018.5,2,,,,,
57,7,11,3,1,Dec,31,1085,2077,124,5208,4152.45,2,,,,,
58,7,9,3,1,Jan,31,1085,2077,124,5208,3737.05,2,,,,,
58,7,9,3,1,Feb,28,980,1876,112,4704,3375.4,2,,,,,
58,7,9,3,1,Mar,31,1085,2077,124,5208,3737.05,2,,,,,
58,7,9,3,1,Apr,30,3540,2010,1140,5040,16728,2,,,,,
58,7,9,3,1,May,31,3658,2077,1178,5208,17285.6,2,,,,,
58,7,9,3,1,June,30,3540,2010,1140,5040,16728,2,,,,,
58,7,9,3,1,July,31,3658,2077,1178,5208,17285.6,2,,,,,
58,7,9,3,1,Aug,31,3658,2077,1178,5208,17285.6,2,,,,,
58,7,9,3,1,Sept,30,3540,2010,1140,5040,16728,2,,,,,
58,7,9,3,1,Oct,31,3658,2077,1178,5208,17285.6,2,,,,,
58,7,9,3,1,Nov,30,1050,2010,120,5040,3616.5,2,,,,,
58,7,9,3,1,Dec,31,1085,2077,124,5208,3737.05,2,,,,,
59,7,10,3,1,Jan,31,1085,2077,124,5208,3944.75,2,,,,,
59,7,10,3,1,Feb,28,980,1876,112,4704,3563,2,,,,,
59,7,10,3,1,Mar,31,1085,2077,124,5208,3944.75,2,,,,,
59,7,10,3,1,Apr,30,3540,2010,1140,5040,16929,2,,,,,
59,7,10,3,1,May,31,3658,2077,1178,5208,17493.3,2,,,,,
59,7,10,3,1,June,30,3540,2010,1140,5040,16929,2,,,,,
59,7,10,3,1,July,31,3658,2077,1178,5208,17493.3,2,,,,,
59,7,10,3,1,Aug,31,3658,2077,1178,5208,17493.3,2,,,,,
59,7,10,3,1,Sept,30,3540,2010,1140,5040,16929,2,,,,,
59,7,10,3,1,Oct,31,3658,2077,1178,5208,17493.3,2,,,,,
59,7,10,3,1,Nov,30,1050,2010,120,5040,3817.5,2,,,,,
59,7,10,3,1,Dec,31,1085,2077,124,5208,3944.75,2,,,,,
60,7,11,3,1,Jan,31,1085,2077,124,5208,4152.45,2,,,,,
60,7,11,3,1,Feb,28,980,1876,112,4704,3750.6,2,,,,,
60,7,11,3,1,Mar,31,1085,2077,124,5208,4152.45,2,,,,,
60,7,11,3,1,Apr,30,3540,2010,1140,5040,17130,2,,,,,
60,7,11,3,1,May,31,3658,2077,1178,5208,17701,2,,,,,
60,7,11,3,1,June,30,3540,2010,1140,5040,17130,2,,,,,
60,7,11,3,1,July,31,3658,2077,1178,5208,17701,2,,,,,
60,7,11,3,1,Aug,31,3658,2077,1178,5208,17701,2,,,,,
60,7,11,3,1,Sept,30,3540,2010,1140,5040,17130,2,,,,,
60,7,11,3,1,Oct,31,3658,2077,1178,5208,17701,2,,,,,
60,7,11,3,1,Nov,30,1050,2010,120,5040,4018.5,2,,,,,
60,7,11,3,1,Dec,31,1085,2077,124,5208,4152.45,2,,,,,
61,7,9,3,1,Jan,31,1085,2077,124,5208,3737.05,2,,,,,
61,7,9,3,1,Feb,28,980,1876,112,4704,3375.4,2,,,,,
61,7,9,3,1,Mar,31,1085,2077,124,5208,3737.05,2,,,,,
